"Tweets","Duygu",""
"türkiye deki ekonomik düzelme dünyadaki düzelme ile paralel olacaktır","0",""
"manavgat tan tek ses ulu alan bizimdir vermeyeceğiz","1",""
"dedeman şanlıurfa misafir kabulüne başladı ","2",""
"türkiye nin koronavirüs salgını ile mücadele başarısı çoğu avrupa birliği ülkelerinden çok ileride olduğu apaçık ortada olmasına rağmen türkiye nin avrupa birliği ülkelerinin turizm için belirlediği ülkeler arasında şu an için olmaması bence ikiyüzlülüktür","1",""
"mahmut boynudelik ile korona dan sonra turizmi konuşuyoruz salgının kontrol altına alındığının söylenmesi ile birlikte gelen yaz ayları turizmin geleceğini nasıl etkileyecek turizmde yeni normal nasıl olacak ","0",""
"nuh un gemisi efsanesinden ilham alınarak dizayn edilen otel bir efsaneyi modern çizgiler ile yaşamanız için tasarlandı kıbrıs ın en güzel bölgesi karpaz yarım adasında yer alıyor ","2",""
"merkel şarapları çekmiş bir de kasa kuyruğunda sıraya girmiş ","2",""
"türkiye sini kavramak için basit veri wttc ekonominin ü iş gücünün ü ihracat rakamının ","0",""
" saba özmen ve siz değerli katılımcılarımız eşliğinde bugün gerçekleştirdik ","0",""
"oteller yeni normal turizm alışkanlıklarına uyum sağlamak için renovasyon projeleri ile tüketicilerin güvenini kazanabilir","2",""
"sektör yaralarını tek başına sarıyor ","1",""
" turizm konusunda sıfırdan yeniden başlamak koronavirüs salgını gelişme içindeki bir sektörü fena vurdu nasıl yeniden ayağa kaldırılacak vatandaşın kendi memleketinde kalmasına ve seyahat kavramının yeniden tasarlanmasına avrupa da bu yaz yurt dışı turizm pek arzu edilmiyor ","1",""
"maris butik hotel de kontrollü tatil başladı","0",""
"osmanlı devleti nin temellerinin atıldığı kuruluş ve diriliş şehrimiz bilecik teyiz valimiz ü makamında ziyaret ettik bilecik in tarihi ve kültürel zenginlikleriyle turizm imkanlarının geliştirilmesine yönelik yürüttüğümüz çalışmaları ele aldık ","2",""
"turizm alman turizmciler türkiye deki tatil bölgelerinde alınan önlemlerden memnunalman turizmciler türkiye deki tatil bölgelerinde koronavirüsün yayılmasını önlemek için alınan önlemlerden memnun olduklarını ve bu ülkede güvenli tatil yapılabileceğini belirtti ","2",""
"istanbul ticaret odası istanbul kongre ve ziyaretçi bürosu ve cemile sultan korusu istanbul un turizm ve marka değerine katkı sağlamak için emitt turizm fuarı ndaki yerini aldı fuarı ito yönetim kurulu üyesi bahadır yaşık ve meclis üyeleri de ziyaret etti ","0",""
" bakan yardımcımız sn ın iştirakiyle başkan yardımcımız israfil kuralay yk üyemiz bahadır yaşık sektör temsilcilerimiz meclis ve komite üyelerimizin katıldığı toplantımızda normalleşme sürecinde turizm sektörünü ele aldık ","0",""
"antalya belediye turizm mal gibi botoks yaptırmanıza gerek yok ","1",""
"turist akını bekleniyor millet nefes alamıyor ","1",""
"turizm side sahil her yer bomboş ","1",""
"cumhur sefer turizmde türkiye ye de eşit muamele istiyoruz ","1",""
"atid anadolu turizm işletmecileri derneği başkanı be yönetimi canlı yayın konuğumuz turizmde neler oluyor güncel konular ve covid önlemlerini konuşuyoruz","0",""
"doğamız en değerli evimiz haziran dünya çevre günü kutlu olsun  ","2",""
"konyaaltı sahili tıklım tıklım  ","2",""
"turizm sertifikası ve genelgeleri için danışmanlık hizmetimizle yanınızdayız ","2",""
"aktüel magazin turizm sağlık ekonomi sosyalmedya tv fm teknoloji ve özel haberleri ile daha fazlası her zaman türkiye nin eğlence platformu","0",""
"iyi partili zavlak tan tarihi örnek  ","2",""
"turizm şirketlerinde karantina endişesi ","1",""
"turizm bakanı ersoy rakamlarını beklemek yersiz olur turizm ","1",""
"koronavirüsün görülmediği gökçeada ","2",""
"turizm sektörünü hijyene yatırım kurtaracak turizm  ","2",""
"alanya da bazı oteller açmak için ufakdan hazırlıklara başladılar haziran da yurtdışı uçuşlar da başlayacak fakat yaş altı ve yaş üstü hala sokağa çıkma yasagı var bu yaş grubunda ki turistlere ne yapılacak nasıl olacak turizm yaşüstü yaşaltı","1",""
"stajını yüz yüze yapmak isteyen öğrencilerimiz için duyuru yapılmıştır ","0",""
"kültür ve turizm bakanı ersoy koronavirüs salgınından etkilenen turizm sektörünü konuştuk otellerin alacağı sertifikalar almanya ve rusya ile seyahatlerin ne zaman başlayacağı ve daha fazlası için turizm ","0",""
"seyahat yasakları konusunda bunun göz önünde bulundurulması gerektiği vurgulandı drv başkanı norbert fiebig de türkiye nin çoktan kapsamlı önlemler geliştirerek bunu bağımsız bir tarafa alman tüv şirketine incelettiğini vurguladı ","0",""
"başkanlardan bordum esnafına ziyaret","0",""
"alman turizmciler türkiye deki tatil bölgelerinde alınan kovid tedbirlerden memnun ","2",""
"turizm girişimcilerini ve sektörü hijyene yatırım kurtaracak ","2",""
"büyükşehir belediye başkanı hayrettin güngör andırın turizm alanında güçlü bir potansiyele sahip  ","2",""
"başkan böcek ten turizm açıklaması   ","0",""
"lalenin anavatanı neresi cevabı  ","0",""
"tarımdan turizme tüm sektörlerde sorun var millet geçim derdinde akp halkın seçtiği milletvekilleriyle uğraşıyor milletin gerçek gündemine dönün ","1",""
"atina da göstericiler turizm bakanlığı binasına zorla girdi ","1",""
"neyi düzgün yapıyorlar ki sokağa cikmayasaği nı düzgün yapacak o kadar cafe cami avm işyerleri açacaksın turizm normal olsun diyeceksin ama yine herkesi evde zorla tutacaksın  ","1",""
"yaz tatil idünya seyahat şampiyonu yelkenleri suya indiriyor alman ların yarısı bu yazı evlerinde geçirmek istiyor bu ne kadar kötü ve kimin için dünya turizm örgütü unwto ya göre uluslararası turizm bu yıl muhtemelen çökecek dünya çapında milyon iş tehlikede ","1",""
"acenteler değişim ve dönüşüm eşiğini hızla atlamalı ","1",""
"dövme sanatçılarının sonu ne olacak mağduriyetleri ne olacak geçinilemiyor borçlar ve faturalar ödenemiyor eve ekmek alınamıyor dövme stüdyolarına çalışma izni gelmedi ne zaman açılacak lütfen sesimizi duyun","1",""
" almanya hükümeti nin turizm sorumlusu ndan türkiye açıklaması","0",""
"işte yaz mevsiminde covid dan korunmanın yolları","0",""
"ulaştırma bakanı adil karaismailoğlu ndan uçak seferleri ile ilgili önemli açıklama ","2",""
"pandemi sonrası turizm tesisleri iç düzenlemede hangi değişiklikleri yapmalı","0",""
"turizm sektöründe artan rekabet koşulları içinde tanıtma ve halkla ilişkilerin önemi arttı","0",""
" almanya nın bu kararıyla temmuz ve sonrası da riske girdi","1",""
"travelshop turkey genel müdürü murtaza kalender uluslararası ekoturizm topluluğu ties in türkiye tek yetkili elçisi olarak seçildi ","0",""
" bahattin yücel turizmde hasar tespit raporu çıkarılmalı ","1",""
" güneşlendikten hemen sonra duş almayın uyarısı","1",""
"ege deki turizm merkezleri kontrollü tatile hazır","0",""
" bu dönemde turist olmak çok zor ","1",""
"isteyince oluyormuş bir köy okulunda sıradışı bir öğretmenin başarı hikayesi","2",""
"eski günlere özlem duyuyoruz  ","1",""
"ya biz turizmciler turizm genele yayılsın turizm ay olsun diye yırtınıyoruz yaz ayına neden taksit yapıyorsun düşük sezona ve kültür alternatif ve nişturizm e taksidi yüksek tutacaksın ki turizm gelişsin bddk konaklama harcamalarında kredikartı taksiti aya çıkardı ","1",""
"bddk dan taksit sayı sı kararı aydan aya çıkartıldı","0",""
"mrgyo neyi mi bekliyor heybetin dolmasını sonrası roketsan roket ytd milyondan milyona yani olmadan benden mal alamaz kimse ","1",""
"beykozriva turizm saglik egitim kanal güzergahında kişiye iş olanağı sağlanacak turizm sağlık ve eğitim tesisleri yapılabilecek bisiklet ve yaya yolları kanal boyuncu hizmete girecek ","2",""
" karantinadan çıkış süreci avro bir bardak bira ve avro yağlı pörsük kızarmış patates eşliğinde kıymalı yumurta rica ediyorum lütfen sizi özlemiştik koyun tabiatlı turistler olmasa turizm sektörü nasıl belini doğrultacak ","1",""
"isparta gülü çiçeklerin kraliçesidir  ","2",""
"dürüst kitsab heyetini kabul etti ","0",""
" ülkede markayı analiz eden brand finance türkiye nin en değerli markalarıyla ilgili haziran raporunu yayınladı en değerli marka thy turkishairlines ","2",""
"alanyali turizmciyi umutlandiran haber ","2",""
"turist rehberlerinin pandemi sürecinde uyması gereken kurallar belirlendi  ","0",""
"havacılık sektörü kazandırabilir avrupa uçuşlarını açıyor yurtdışı uçuşlar da açıldığında havacılık hisseleri uçuşa geçebilir ülkemiz için uçuşların gerçekleşmesi önemli ","2",""
"konaklama ve yeme içme tesislerinin dikkatine bizi görürseniz içiniz rahatolsun","2",""
"covid salgını sonrasında alanya da yaşanılacak turizm hareketliliğinin boyutu şehrin ve konaklama tesislerinin hazırlıkları konuları istişare edildi","0",""
"  trr soruyor almanya dan uçuşlar başlarsa hangi detaylar olacak  ","0",""
"eve iş götürme programının bu bölümünde turistik otelciler birliği aktob başkanı dr erkan yağcı konuğumuz olacak","0",""
"turist rehberleri için covid pandemi sürecine ilişkin genelge yayınlandı ","0",""
"devlet hava meydanları işletmesi genel müdürlüğü neredeyse hiç uçuşun olmadığı mayıs ayı dahil ilk beş aya ait uçak yolcu ve yük trafiği ile ilgili istatistikleri yayınladı ","0",""
" gündem fransız hükümeti binlerce muhtemel işten çıkarmanın önüne geçilmesi adına hava taşımacılığı sektörüne milyar luk bir yardım bütçesi ayırıldığını açıkladı şu ana kadarki devasa devlet yardımları  ","2",""
"turizmde gizli müşteri dönemi başladı ","0",""
"rusya ulaştırma bakanlığı yurt dışı uçuşlar için henüz erken  ","1",""
"her ne kadar geleneklerimiz alışkanlıklarımız enerjimiz hava şartları bizi zorlasa da sosyal mesafe ve maske kullanımı konusunda hassas olmamız gereken günlerden geçiyoruz bundan sonrası bize bağlı ","2",""
"türkiye nin dünyaca ünlü antik kentleri ve ören yerleri yeni tip koronavirüs kovid ile mücadele sonrası normalleşme süreciyle yeniden misafirlerini ağırlayacak ","2",""
"erkan yağcı tanıtım ve pazarlama iç pazarı hareketlendirecek  ","2",""
"doğu karadeniz deki işletmeler sağlık turizm belgesi için başvuru  ","0",""
" bakanlığı konaklama tesislerinde kontrollü normalleşme süreci ile ilgili genelgesine istinaden haziran de turizm işletme belgeli tesisler yerinde incelenerek eksikler belirlenmiş bilgilendirme ve yönlendirmeler yapılmaya başlanmıştır ","0",""
"çin seddi nin kuzey hattı savunma amacıyla değil göçer konar yani göçebe popülasyonların hareketlerinin izlenmesi için yapıldığı belirtiliyor ","0",""
"manisa daki doğa harikası göl büyülüyor  ","2",""
"özellikle normalleşmenin türkiye de hızlı olması ile turizm sektörü hisselerinde de hareketlenme görebiliriz faiz kararı ile zaten gyo lar ve bunun tetiklediği çimentolar hareketlendi üretimin başlaması enerji sektörünü canlandırdı sektörel gelişmeleri iyi izlemek lazım","2",""
"akın var akın bodrum a akın ","2",""
"geleneksel mimarisiyle büyülerken modern mimarisiyle baş döndüren japonya kültürüyle de bambaşka bir deneyim sunuyor ","2",""
"türkiye nin en gözde turizm beldelerinden olan çeşmeli otelciler türkiye otelciler birliği türob ile güçbirliğine gidiyor  ","2",""
" cumhurbaşkanı erdoğan sağlık turizmiyle mevsimlik turizmdeki açığımızı kapayacağız dedi ","2",""
"iyi ki kötü komşularimiz  var","1",""
"konuyu açarak örnek vermek gerekirse otellerin istihdam devamlılığı açısından kredi ödemelerinin hazine ödemelerinin uzatılması gibi çözümlerin hayata geçirilmesi sağlandı mı ","1",""
"bodrum un lezzet noktası y lounge amp restaurant yalıkavak marina da   ","2",""
"bursa yı turizm de dünyaya tanıtmak için şart çok zaman kaybettik payımızı almalıyız artık   ","1",""
"dünyanın en popüler online otel rezervasyon sitelerinden bookingcom tui group ile yaptığı yeni anlaşma ile tur ve aktivite segmentinde de ürün sayısını arttırmaya devam ediyor","2",""
"   turizm de normalleşme sürecini ekonomik boyutlarıyla değerlendireceğiz  ","0",""
"bilin bakalım neresi burası yurt dışında bir yer olsa beğenirsiniz ","1",""
"yunanistan dan muhteşem manzaralar ","2",""
"balıklı gölde balıklara yem vermek güzel bir duygu turizm ","2",""
"turizm işçilerinin bı durumu ne olacak  ","1",""
"türkiye turizm tanıtım ve geliştirme ajansı sitesinde yayınlanan verilere göre sağlıklı turizm sertifikası için başvuran toplam otelden si sertifika almaya hak kazandı  ","2",""
"sahil kesimlerinde sosyal mesafe yalan oldu  ","1",""
"yurtdışı rezervasyonları turizmi hareketlendiriyor ","2",""
"sıra dışı ve ilginç turizm türleri turizm ","0",""
"thy basın müşaviri sosyal medya hesabından yaptığı paylaşımla sağlık çalışanları için bugünden itibaren geçerli olacak bir indirim kampanyası başlattıklarını duyurdu  ","2",""
"almanya dışişleri bakanı heiko maas haziran dan itibaren ülkesinin ab ülkesine ve ingiltere ye seyahat yasağını kaldırdığını duyurdu  ","2",""
"turistin tercihi yine türkiye olacak ","2",""
"almanya dan türkiye ye tatile gideceklere uyarı ","1",""
"ukrayna lılar antalya yı seçiyor ukrayna ","2",""
"turizm acenteleri daha fazla destek bekliyor  ","1",""
"otellerde yeni dönem nasa standardı getirildi  ","0",""
"unesco kültür mirası geçici listesi ne giren beypazarı turizme hazır  ","2",""
"bence jolly tur mağdurları olarak toplanalım iyi bir avukat tutalım birlikten kuvvet doğar bu kötü günlerde bizleri mağdur ederek psikolojimizide bozmaktan maddi manevi dava açalım ","1",""
"turizm sektöründe sosyal mesafeli turlar başladı  ","0",""
" butik oteller ve resort oteller arasında yerli turist yarışı ","0",""
"arkadaşlar türkiye nin turizm alanında gezilip görülmesi gereken yer üstü tarihi yerler ve yer altı mağaralar şeklinde a dan z ye profesyonelce hazırlanmış akordiyon şeklinde katlanabilen çantada taşınabilecek satın alabileceğimiz bir haritası mevcut mu turizm türkiye","0",""
"pandemi sürecinde tur ve transfer araçlarının uyması gereken kriterler açıklandı","0",""
"türkiye nin dünyaca ünlü antik kentleri ve ören yerleri yeni tip koronavirüs covid ile mücadelede normalleşme süreciyle yeniden misafirlerini ağırlayacak  ","2",""
"türkiye otelciler federasyonu başkan yardımcısı taceddin özden yeni tip koronavirüs covid salgını sürecinde dünyanın yavaş yavaş normalleşmesiyle birlikte turizmde yeni rezervasyonların gelmeye başladığını temmuz ayında yüzde ","2",""
"antalya belediye turizm bundan sonraki genel ve yerel seçimlerde adayların önce konuşabilme yetilerine bakın proje falan geçin anladıkları yol bozup yol yapmak havai fişek atmak yandaş beslemek en azından içeride ve dışarıda konuşmayı becersin de milleti rezil etmesin ","1",""
"antalya belediye turizm pitunun biri sektöre nitelikli eleman sağladığımızda daha iyi yerlere gelebiliriz diye yumurtlamış tl maaşla mı nitelikli eleman istihdam edeceksiniz ağzınızdaki puro tl ya hiç sopa yememişsiniz ya da çölde kutup ayısıyla yuvarlanmışsınız ","1",""
"antalya belediye turizm pitunun biri paket tur müşterisini azaltmamız lazım diyor hangi kafa ekiple pazarlama stratejisi ve ajansla yapacaksınız bunu papağan gibi bir cümleyi ezberlemişsiniz çölde serap gören bedevi gibisiniz ","1",""
" antalya turu yapanlar alanya ilçesinde bulunan myra antik kenti ni görmeden gitmeyin  ","2",""
"tüsad kazdağları ve saldagölü nde olanlar tüm dünyayı ilgilendiren küresel bir sorun ","1",""
"bakan yardımcısı çam turizm ve kültürel faaliyetleri artırmayı hedefliyoruz ","2",""
"sektörde hep şanssızlıklar beni bulur  ","1",""
"özlediğimiz günlere kavuştuk   ","2",""
"şehr i aziz el aziz in kalbi anadolu nun ilk yurtlarından harput misafirlerini bekliyor ","2",""
"maskenizi taktıysanız ve tarihin gizemine yolculuk yapmaya hazırız diyorsanız zerzevan kalesi olarak biz hazırız ve yeni sezonda sizi bekliyoruz ","2",""
"kuşadası plajları doldu ","2",""
"güder ispendere dünya çapinda önemli bir şifa merkezi olacak ","2",""
" antalya yı bilmiyor olmalı bisiklet sporunu bilmiyor olmalı destinasyonun anlamını bilmiyor olmalı ya da bu işi yuvarlayarak deli bir kazancın peşinde olmalı ","1",""
"yiyecek içecek işletmelerinde ve otellerin f amp b bölümlerinde yer alan yöneticilerimizin anket çalışmama katkı sağlaması beni oldukça mutlu edecektir  ","2",""
"mültecileri taşıyan gemileri ateşe verdiler  ","1",""
" haziran turizm dünyasında neler oldu ","0",""
"muhteşem doğası ve tertemiz havasıyla ilçemizde cennetten bir köşe vezirköprü  ","2",""
"hiç bu kadar boş sakin bir antalya görmemiştim bu sene zor geçecek allah esnafına yardım etsin inşallah  ","1",""
"almanya türkiye ye seyahat yasağını kaldıracak mı bakan maas tan kritik açıklama  ","0",""
"taj mahal hangi amaçla yapılmıştı  ","0",""
"turizmde hareketlilik başladı temmuz ayı fırsat olabilir ","2",""
" turizmde yurt dışından rezervasyon hareketliliği başladı","2",""
"covid süreciyle seviyesine gelen konaklama sınırı  kalksın ","1",""
"turizmci için sanırım biraz daha yoğun kitap okuma seanslarına devam tavsiye ederim ","2",""
"yeniden başlamak için türkiye nin renkleri seni bekliyor  ","2",""
"yeni tanıtım filmi türkiye yi renklerle anlatıyor ","2",""
"turizm bakanlığı seyahat acentalarına yardımcı olabilmek amacıyla yılına ait seyahat acentaları aidatının alınmayacağını duyurdu ","2",""
"aydeğer ve çelik iskenderoğlu na turizm sektörünün sorunlarını iletti ","1",""
"turizmde normalleşme süreci başladı  ","2",""
"turizm turizmde yabancı rezervasyon hareketliliği  özden   normalleştikçe insanlar bu korkuyu attıkça yeni rezervasyonlar da yavaş yavaş gelmeye başladı şu anda ingiltere almanya hollanda ve balkan ülkelerinden rezervasyonlar geliyor dedi ","2",""
"koronavirüs salgını tüm dünyada ekonomileri bir hayli etkiledi ancak salgının etkilerinin azalmasıyla birlikte dünyanın birçok ülkesinde normalleşme süreci başladı  ","2",""
" haziran itibariyle kademeli olarak başlayacak yurt dışı uçuşlar satışa açıldı  ","2",""
"benim hayalim kapadokya  ","2",""
"fransa da kadar turizm şirketi google ve facebook a hitaben imzaladıkları bir açık mektup kaleme alarak covid krizinden çıkış için sektöre yardımcı olmalarını istediler  ","1",""
" deneyimli personell çalışanları bi görseelerr turizm","1",""
"bu sene tatil yapabilecek miyiz uzmanlar ne diyor  ","0",""
"egeden samosadasinin tam yanindan bir gunduz ve gece yasiyoruz nerdeyse tum antik felsefecilerin neden bu cografyadan ciktiklarini artik cook iyi anliyoruz ","2",""
" haziran tarihinde avrupa hava sahasında en fazla uçuş yapan havayolu şirketi türk hava yolları oldu ","2",""
"izmir in turizm anayasası hazır  ","0",""
"kendi düşüncem başta turizm gıda parekende inşaat bankacılık sektörleri ön planda olacak gibi duruyor ","0",""
"  bazı yurt dışı uçuşlarda iptallere bazılarında tarih ve saat değişikliklerine gidilecek  ","2",""
"  nargile salonu değildir seçilmiş siyasi ve sivil toplum kuruluşları il komisyonuna lütfen bildiriniz ","1",""
"kusursuz organizasyonlar için yeni normalde de yanınızdayız  ","2",""
"istanbul turizm derneği yöneticileri ile canlı yayındayız ","0",""
"çocukluğundan bu yana hayalini kurduğu oteli tkdk desteği ile memleketi olan eğirdir e açtı kadın girişimci şehriban erdem in başarılı hikayesini thaber ekranlarına taşıdık  ","2",""
"antalya da oteller müşteri almaya başladı ama bir şartları var  ","1",""
"doğa harikası şelalede rezalet çevre doğa gündoğmuş uçansu şelale rezalet çöp atık   ","1",""
"alanya da turizm sezonu başladi  ","0",""
"sırf turizmciler servetlerine servet katsınlar diye tüm önlemler bir anda kaldırıldı beter olursunuz batarsınız inşallah  ","1",""
"antalya belediye turizm bir peyzaj düzenlemesini yapamayacak kadar aciz belediyeler ve turistik işletmelerle nereye varabilirsin antalya senin bahtsızlığın da sanat ve felsefeden yoksun ellerde yitip gitmen ","1",""
"  sizden gelenler siz de kastamonu ya ait kendi çektiğiniz fotoğrafları gönderin sayfamızda paylaşaım fotoğraf için ya teşekkür ederiz  ","2",""
"ab ülkeleri temmuz başına kadar türkiye ye kapalı  ","1",""
"bu plajlarda özgürce yüzün ","2",""
"ulaştırma ve altyapı bakanı adil karaismailoğlu şu an olan yüksek hızlı tren seferlerininin haziran itibariyle ye çıkarılacağını açıkladı  ","2",""
" karaismailoğlu yaptığı açıklamayla daha önce sertifikasını alan havalimanına ek olarak bugün itibariyle tane havalimanının daha sertifika almaya hak kazandığını duyurdu  ","2",""
"çay çarşısı rize turizmini canlandıracak ","2",""
"merkezi teksas abd de bulunan gds ve teknoloji firması sabre perşembe günü yaptığı açıklamayla çalışanla yollarını ayıracağını duyurdu  ","1",""
"hep haber paylaşacak değiliz   ","2",""
"oğuzeli delikli tepe turizme hazırlanıyor  ","0",""
"cuma akşamı öznuhoğlu turizm yetkilisi suat şirin ile karayolu yolcu taşımacılığı sektörü hakkında canlı sohbet gerçekleştireceğiz video ","0",""
"almanya bazı ülkelere seyahat yasağını kaldırıyor ","2",""
"ukrayna tatil için en güvenliülke coronavirus ukrayna dan halka tatil için en güvenli ülke türkiye çağrısı ","2",""
" otomotiv hareketi son gün lastik brisa goody e sıçradı turizm zaten primlendi çimento hala ciddi prim vermiş değil ","1",""
" dünya genelinde pozitif etkileri kabul gören kent ekonomileri yönetimine türkiye hızla geçmeli ve bursa rol model olmalıdır sanayi tarım tarih turizm ve eğitim kenti bursa havzası ülkemizin ve avrupa nın parlayan yıldızı ve dinamosu olarak güçlendirilmelidir ","2",""
"son aylarda dolaşımdaki para katına çıktı nisan ayında ihracat bir önceki yılın aynı ayına göre oranında azaldı en büyük döviz getiren sektör turizm için kayıp yıl olacak yeni basılan paralar inşaata teşvik olarak veriliyor peki bu döviz ne olacak ","1",""
"  podcast serisinin üçüncü bölümü kırsal mirasın izinde bugün yayında youtube da dinlemek için spotify da dinlemek ","0",""
" beher olsunlar en ossuruk otelin haftalığına bin lira çekiyorlardı şimdi biraz yerli turisti yalasınlar bakalım  ","1",""
"bu kamu spotu bizi dünyaya rezil etmek değil mı  ","1",""
"turizm tedarikte kazanan ve kaybedenler   ","0",""
"hollandalı turizmcilerden hükümete tepki türkiye en az italya ve ispanya kadar güvenli bir tatil ülkesi  ","2",""
"işte antalya nın sertifikalı otelleri ","0",""
" biz tatile gitmeye çoktan hazırız da konaklama yerleri buna hazır mı  ","1",""
"salgın sonrasında iş ve küresel seyahat riskleri   ","1",""
" rizmir de dalış merkezleri faaliyetlerine kontrollü başladı ","0",""
"geçen hafta gmyo mkyo sigorta spor tekstil turizm sektör hisseleri çok iyi performans sergilemişler ","2",""
"istanbul izmir e dönmeye başladı haliç pislikten çöpten görünmüyor herşey çok pis olacak ","1",""
"bahaş holding ceo su abdüssamet bahadır arka arkaya gelen konut kampanyalarıyla hareketlenen konut piyasasını değerlendirdi ","0",""
"  saglik yeni dönem altın fırsat sağlık turizminde öne çıkan ülkeler  ","2",""
"corendon havayolları haziran da göklerde olacak ","2",""
"güvenli turizm sertifikası almaya hak kazanan ilk şehir oteli tuğcan hotel","2",""
" menülerin düzenli dezenfeksiyonu veya temas yüzeyini azaltmak amacıyla menü yerine qr kod kullanımı kişisel hijyene dikkat edilmesi ve her personelin işe alımı sırasında covid eğitimlerine tabi tutulması herkese iyi sezonlar dilerim  ","2",""
"falez plajları pazartesi günü açılıyor ","2",""
"mudanya sahillerindeki durum ile ilgili şikayette bulunan emekli tümgeneral konuştu  ","1",""
"hilton istanbul kozyatağı artık güvenli turizm belgeli hayırlı olsun ","2",""
"dunya nin salgindan kirildigi bir donemde turizm daha guvenliymis gonul rahatligiyla tatil yapilabilinirmis ilginc ","1",""
"hem turizm hem dijital hem yorum tourigon ","0",""
"turizm tarihinde bir ilk ilk kez sıfır çeken turizm cari denge verilerinde takip edildi ","1",""
"katar havayolları istanbul seferlerine başlıyor  ","2",""
"türkiye de turizm tarihinde ilk kez sıfır çekti  ","1",""
"  turizm gelecektir seyahat acentasız turizm düşünülemez    ","1",""
"cumhurbaşkanlığı sözcüsü kalın libya da çözüm askeri değil siyasi olmalı ","2",""
"turizm bakanı ersoy açıkladı temmuzda tesislerin hepsi açılır ","2",""
"perre antik kentmilattan önce kommagene krallığının beş büyük kentinden birisi olan pirin olarak bilinen perre antik kenti  ","0",""
"o sahillerin sahibi bu ülkenin halkıdır sahillerimizden ellerinizi çekin  ","1",""
"ingiltere de hükümetin aldığı ülkeye giriş yapanların karantinaya alınması ile ilgili karara karşı birleşen british airways easyjet ve ryanair konuyu mahkemeye taşıdılar   ","1",""
"nin güzelliklerini keşfedin turizm bakanlığı yayımladığı video ile türkiye nin güzelliklerini bütün dünyaya sergiledi  ","2",""
"istanbul valiliği nden plajlar ve yüzme alanlarıyla ilgili açıklama  ","0",""
"pegasus haziran da uçuşlara başlayacak  ","0",""
"covid sonrası hijyen kurallarına uygun yolculuk yapmanız için vip araçlarımızla hizmetinizdeyiz ","2",""
"kapadokya konuşmaları nda kapadokya nın kalkındırılmasında turizmin rolü rektörümüz prof dr hasan ali karasar ın moderatörlüğündeki canlı yayınımız haziran salı günü  ","0",""
"urfa da yeni kültür adası belirlendi çalışmalar başladı  ","2",""
" nisan başında sık bir karantina uygulanmış olsaydı haziranda vaka sayısı seviyesine düşmüş ve seyahat edilebilir ülke olabilirdik böylece bu günlerde turizm için büyük bir ilgi ve fırsat yaratabilirdik buna vizyon diyoruz kahrolsun almanya değil ","1",""
"avrupabirliği covid sürecinde yunanistan ispanya gibi ülkelerin yönlendirmesi ile turizm ve seyahat in yeniden açılmasıyla ilgili schengen bölgesine odaklanmış görünüyor ve aday ülke türkiye ye karşı sorumluluklarını yine büyük bir krizde unuttu ","1",""
"türk hava yolları bugün yaptığı duyuruyla haziran ayı sonuna kadar yapmayı planladığı güncel yurtdışı uçuşlarını açıkladı ","0",""
"bursa turizm hedefinden şaşmadı  ","2",""
"şamran kanalında tarihe yolculuk başlıyor   ","2",""
"oksijen deposu kozak yaylası ndaki demircidere turizme hazırlanıyor ","2",""
"istanbul daki dönüşümle turizmden milyarlarca dolar kazanabiliriz ","2",""
" ersoy pandemi sürecinden normalleşme sürecine girdiğimiz bu günlerde turizm sektörüne dair son durum değerlendirmesi yaptı  ","0",""
"turizm sektörü eski günlerine teknolojiyi kullanarak dönecek","2",""
"kültür ve turizm bakanlığı nın sanat sezonunda özel tiyatroların projelerine yapacağı yardımlar için başvurular temmuz da başlayacak e devlet üzerinden çevrimiçi alınacak başvurular temmuz a kadar sürecek tiyatro ","2",""
"güzel olan bir şey nasıl silinip atılır kelime oyunu ile sansürlenmiştir adlı çalışmaya ülkemizden güzel bir örnek daha bir gece de nasıl bu kadar cahil kalınabilir ki velev ki kalındı senede bu cahillikten neden kurtulunamaz  ","1",""
"kültür ve turizm bakanlığı tarafından başlatılan sağlıklı turizm sertifikasyon programı kapsamında izmir in ilk güvenli turizm sertifikalı oteli ege palas oldu ","0",""
"mardin nusaybin beyazsu bagok dağı nda kemençe rıbab eşliğinde piknik  ","2",""
"karacabey in yazlık tatil bölgeleri turizmin merkezi ","0",""
"mudanya daki durum ile ilgili ne düşünüyorlar turizm mi işletme mi nasıl ilerleme sağlanmalı  ","1",""
"tui nin ingiltere kolu daha önce temmuz olarak belirlediği tatil operasyonlarına dönüş tarihini temmuz olarak güncelledi  ","0",""
"kemer de otel konforunda park  ","2",""
"ine yeni standart işletmeler turuncu çember içinde ","0",""
" bir esnaf çocuğu olarak esnaflarımızın sorunlarını iyi anlamaktayım pandemi süreci antalya mızın en önemli sektörlerinin tarım ve turizm olduğu düşünülürse bir nevi doğal afet benzeri bir zarara sebep olmuştur ","1",""
"alanyalı turizmciler o açıklama ile umutlandı ","2",""
"oteller için korana tedbirleri başladı ordu baliktaşi city turizme hazir  ","2",""
"bursa da kültür ve turizmde güç birliği  ","2",""
" mayıs ayında iki turizm firmasına vergi ve harç istisnası getirildi işte o iki firma","0",""
"nemrut dağı hakkında kısa seyahat bilgileri  ","0",""
"güvenli turizm belgesi ile sektöründe cazibe merkezi olacak bizi görürseniz içiniz rahatolsun namli ","2",""
