Tweets,"Duygu",""
 tunceli ye huzuru getiren vali olarak tan ınan yeni ordu valisi tuncay sonal munzur çay ı n ı dünyaya tan ıtt ı vali sonal  ın turizme tan ıt ıma sosyal faaliyetlere ve spora büyük destek olduğu ifade ediliyor   ,"2",""
corona sonrasi turizm bolgelerinde alinan tedbirler sahiller turizme hazir  ,"2",""
  yeni güne ve kalan ömre takip etmeyi unutmay ın lütfen    ,"2",""
araştirma turizm için yeni küresel ilkeler keşfedin  ,"2",""
 corona sürecinde tatil konusundaki yaklaş ımlar ı ve turizm sektörünü inceliyor   ,"0",""
  bölümünde corona sürecinde tatil konusundaki yaklaş ımlar ı ve turizm sektörünü inceliyor  ,"0",""
cennet cehennem doğa harikas ı asansör yapmak nedir hangi zengin yandaş ın ız ı saha da zengin ettiniz  ,"1",""
kültür ve turizm bakanl ığ ı turist rehberlerine ilişkin genelge yay ımlad ı  ,"0",""
projemizin detaylar ı şekillendikçe sizlerle paylaşmay ı da ihmal etmeyeceğiz ayr ıca anlaml ı aç ıl ış hediyeleri içinde çok teşekkür ederiz  ,"2",""
otobüsler daha sağl ıkl ı çifte standart uygulayan yetkilileri k ın ıyoruz bu kadarda tarafinizi belli etmeyin ya kardesim c ,"1",""
havayollar ı seyahat acenteleri ve konaklama ile ilgili yurt içine ilişkin harcamalarda taksit say ıs ı aydan aya ç ıkar ıld ı  ,"2",""
taşk ızak tersanesi mesela muhteşem müze alan ı gençleri gemi inşa alan ına yönlendirmek için kullan ılabilir gerçi eğitimi verip yetiştirip yurt d ış ına gönderiyoruz o ayr ı konu turizm bakanl ığ ı bana f ırsat ver bu gece turizme takt ım ,"2",""
yurt içi seyahatlerde milyar milyon bin tl harcand ı ,"2",""
almanya bizi konuşuyor  ,"1",""
 center avm il den dm den sipariş verebilirsiniz  ,"0",""
turizm de taksit say ıs ı art ır ıld ı   ,"2",""
 turizm çal ışanlar ın ın yüzde i işsiz kalacak  ,"1",""
turizmcilerden başbakanl ık önünde şezlonglu şemsiyeli eylem ,"1",""
saruhanl ı daki doğa harikas ı göl turizme aç ılacak  ,"2",""
türkiye ye seyahate ilişkin almanya dan aç ıklama ,"0",""
osmangazi fetih müzesi nde hasret bitiyor ,"2",""
seyahat acenteleri birliği nin yar ın yapacağ ı eyleme otelciler birliği nden destek ,"2",""
türkiye de butik oteller resort lara karş ı  ,"1",""
rum hükümeti turizm sektörünü canland ırmak için uluslararas ı seferberlik başlatt ı ,"2",""
doğu akdeniz ve libya üzerine görüşme de turizm in ad ı geçmedi anlaş ılan merkel e almanlar türkiye yi özledi ile başlayan cümleler kurulamadan hava da as ıl ı kald ı belli ,"1",""
alman seyehat acentalar ı birliği seyahat uyar ıs ın ın turizm sektörünü bat ıracağ ın ı aç ıklad ı ,"1",""
 da maske zorunluluğu olmal ıd ır turizm kentiyiz ve malum yaz mevsimi millet geliyor acilen karar al ınmal ıd ır ya maskesiz girilmez ,"1",""
turizm okumaya karar verdim anl ık ,"0",""
covid sonras ı turizm sektörünün geleceğini yar ın aras ında mediacatlive buluşmas ında konuşacağ ız bekleriz hemen kay ıt olun  ,"0",""
merkezi ispanya n ın palma şehrinde bulunan seyahat toptanc ıs ı hotelbeds bugün api uygulamas ında yapt ığ ı baz ı yenilikleri ve yenilenen api arayüzünü tan ıtt ı  ,"0",""
hilton zinciri bugün yapt ığ ı aç ıklamayla covid krizi nedeniyle çal ışanla yollar ın ı ay ıracağ ın ı duyurdu  ,"1",""
 maral dünya da eşi benzeri olmayan bir yap ı odal ı dubleks tripleks yap ıya sahip amfi tiyatro ve doğal akustik ses özelliği ile eşsiz ve mükemmel bir baş yap ıt hasan bey yüreğinize sağl ık  ,"2",""
bodrum yat liman ına haziran itibariyle elektrik ve su verildi  ,"2",""
inönü ilçesinde prehistorik çağlardan tarih öncesi günümüze kadar gelen ve turizm aç ıs ından büyük öneme sahip tarihi mağaralar drone ile havadan görüntülendi  ,"2",""
antalya n ın falez plajlar ı aç ıld ı ,"0",""
mice turizminin liderleri anlat ıyor ,"0",""
covid salg ın ı sebebi ile mart tan bu yana uçuşlara ara veren onur air esnetilen seyahat k ıs ıtlamalar ı neticesinde haziran itibariyle tekrar seferlerine başl ıyor  ,"2",""
bodrum da oteller yerli turistle hareketlendi  ,"2",""
onur air haftan ın günü bodrum a uçacak  ,"0",""
turizm sektörü pandemi etkisinden kurtulman ın yollar ın ı ar ıyor ,"2",""
ekonomisinin lokomotifidir turizm işletmesilerine ve turizm cal ışanlarina destek verilmeli yoksa kapanacak olan tesislerle birlikte yetişmiş kalifiye turizmci baska alanlara kayacak yeniden kalifiye turizm elemani yetiştirmek y ıl ım ız ı al ır  ,"1",""
dünyada en yüksek turizm gelirine sahip ülke rakamlar ı milyar dolar abd  ,"2",""
 tui group yaz sezonu için yeni planlar ın ı aç ıklad ı ,"0",""
adana da gezilecek en güzel yerler ,"2",""
turizmcilerden hükümete türkiye bask ıs ı  ,"1",""
art ık siparişler qr kodla veriliyor ,"0",""
artvin turizmine mutlaka kazand ır ılmas ı gereken bir yap ıt tam yaş ında dile kolay yüz y ıl ikiyüzy ıl değil as ır sümela manast ır ına eş değer  ,"2",""
yerli buğdayda üretim üç y ılda tonu aşt ı ,"2",""
s ın ırlar ın açilmasiyla bir günde bulgaristanli yunanistan a akin etti  ,"0",""
düğünler için yeni yasaklar yolda,"1",""
gizli bir cennet olan sakaryabaş ı n ın akvaryum berrakl ığ ındaki sular ına davet ediyoruz yaz k ış su s ıcakl ığ ın ın c olduğu metreye kadar dal ış imkan ı sunan doğa harikas ı kaynaklar ım ızda buluşmak dileği ile  ,"2",""
 da çekmiştim yine yeni yeniden meydan kargalara kald ı ,"0",""
bakan ersoy un çeşme projesi temas ı  ,"0",""
en çok turistin geldiği ülkeden seyahatlerin muhtemel en erken başlama tarihleri   temmuz ay ı için ikna çal ışmalar ı devam ediyor ,"2",""
eyfel kulesi yeniden aç ıl ıyor  ,"2",""
turist say ıs ı yüzde azald ı  ,"1",""
 turizm başkenti antalya kemer de taşk ın riski azalt ıld ı sar ıören taşk ın koruma k ıs ım projesi ile estetik emniyet ve ekonomi ön plana ç ıkart ılarak hem bölgenin taşk ın riski azalt ılm ış hem de turizm bölgesi olan ilçe estetik bir görünüme kavuşturulmuştur ,"2",""
 italya n ın venedik şehri kap ılar ın ı yeniden turistlere açt ı ,"2",""
halfeti ye giden turistlere sürpriz yavaşlay ın  ,"2",""
pandemi hastalar ına dilde destek ,"2",""
mardin de bir ay boyunca yasakland ı ,"1",""
almanya n ın seyahat yasağ ına karş ı eylemler başl ıyor s ırada dava var ,"1",""
 temmuz tarihinden itibaren kuzey k ıbr ıs türk cumhuriyeti ne giriş yapacak türk vatandaşlar ından son saat içinde yap ılan ve sonucu negatif olan pcr testi istenecek   ,"0",""
 dönüm buğday yang ında küle döndü ,"1",""
türkiye gaziler ve şehit aileleri vakf ından şehit ailelerine ziyaret ,"1",""
 iç turizmi canland ırmak için vatandaşlar ına adet ücretsiz tren bileti verecek  ,"2",""
bugün tokat  ın turizmdeki yerini konuşuyoruz ,"0",""
dünyaca ünlü turizm merkezi uzungöl ün çevresi düzenlenecek ,"0",""
sezona geç başlayan turizm sektörü önceliği içeriye verdi iç turizmi hareketlendirmek için kültür ve turizm bakanl ığ ı nca verilen sağl ıkl ı turizm sertifikasyonu nu şu ana kadar otel restoran almaya hak kazand ı ,"2",""
turist say ıs ı yüzde azald ı,"1",""
nas ıl güzel bir bilsen karadeniz    ,"2",""
türkiye sağl ık turizminde geçen y ıl milyon turist ağ ırlad ı turistlerin b ırakt ığ ı döviz ise milyar dolara ulaşt ı türkiye turist baş ına geliri kat art ırd ığ ı için sektörde ataklar ın ı sürdürüyor  ,"2",""
lezzetlerini tatmak kültürünü keşfetmek güzelim çukurova insan ıyla tan ışmak ve harika manzaralar görmek için osmaniyeye git ,"2",""
kentimiz bir konaklama tesisi daha kazand ı bugün aç ıl ış ı yap ılan işletmede say ın valimiz aziz yildirim tesisi inceleleyerek işletme sahibine hay ırl ı olsun temennilerinde bulunmuştur bizde il kültür ve turizm müdürlüğü olarak işletmenize turizm sektöründe başar ılar dileriz ,"2",""
say ın merkel türkiye böyle bir karar ı kesinlikle hak etmedi ,"1",""
seyahat uyarilari hakkinda merak edilen sorular ve cevaplari tatil için gidilen ülkede s ın ırlar aniden kapat ıl ırsa ne olacak seyahat uyar ıs ı yap ılan bir ülkeye yine de gitmek mümkün mü ,"0",""
metro turizm halka arz olacak ,"0",""
istanbul kültür sanat vakf ı genel müdürü görgün taner ileyeni dönemde kültür sanat etkinliklerinin içeriklerini canl ı yay ında konuşacağ ız ,"0",""
uzungöl projesinin ilk etab ı için haziran da ihaleye ç ık ıl ıyor ,"0",""
belçika da iç turizmi ve ekonomiyi canland ırmak için bütün vatandaşlara temmuz dan itibaren ücretsiz tren bileti verilecek   ,"2",""
iç turizmde hareketlilik başl ıyor aktob başkan ı erkan yağc ı iç turizmdeki hareketliliğin başlad ığ ın ı ve rezervasyonlar ın geldiğini belirterek tesisini açan otellerimiz var ancak as ıl otel aç ıl ışlar ı haziran dan sonra yoğunlaşacak dedi ,"2",""
emlak sat ış istatistikleri aç ıkland ı mardin de son bir ayda rekor k ır ıld ı  ,"2",""
metro holding bünyesindeki metro organizasyon ve ticaret a ş nin halka arz işlemlerine başlamas ı yönünde karar al ınd ı  ,"0",""
turizmin yel değirmenleri turizm sektörünün don kişot lar ı yel değirmenlerine karş ı turizm kavramlar ın ın geniş bir aç ıdan güzel bir değerlendirmesi   ,"1",""
tip fakültesine giden yolda üniversite sağl ık programlar ın ı güçlendiriyor ,"2",""
turizm bu ülkenin bel kemiği olmaya devam edecek   ,"2",""
korona ya yakalansa solunum cihaz ı ve maske bolluğu içerisinde ücretsiz tedavi olabileceği tek ülke türkiye olmas ına rağmen nazlanan turistler de gelmezlerse gelmesinler can ım  ,"1",""
ilk tercihleri yine türkiye temmuzdan itibaren geliyorlar   ,"2",""
tatilini kendin seç ve planla biz sadece hediye edelim kura yok kupon yok ödeme hiç yok ,"2",""
aş ı veya kesin çözüm sunan ilaçlar üretilmediği sürece havac ıl ık ve turizm sektörünü çok çetrefilli bir süreç bekliyor aksi takdirde geleneksel anlay ış ve pratiklerin d ış ındaki bir modele doğru tamamiyle transformasyon ve restorasyona uğramas ı elzem ,"1",""
fotoğraflarla sakl ıkap ı ve karaleylek kanyonu ,"0",""
turizm cileri kurtarmak adina yaptiginiz erken normallesme adimlarinin sonucundan memnun musunuz gunluk vaka sayisi lere dayandi yine ,"1",""
türkiye coronavirüs e karş ı ülkeye sağl ık yard ımlar ı uluslararas ı ilaç geliştirme çal ışmalar ı gibi önemli gelişmeler kaydetti d ışar ıdan hiç bir yard ıma ihtiyaç duymadan bunlar ı gerçekleştirdi ve türkiye şu anda turizm de her türlü imkan ı sağlaman ın gayesi içerisindedir ,"2",""
alanya da turizm esnaf ı çaresizlik içinde hükümet sessiz yetkili bakanlar sessiz milletvekilleri oda başkanlar ı sessiz haziran de icra daireleri aç ıl ıyor alacakl ılar tetikte turizm çal ışanlar ına ve turizm esnaflar ına nefes ald ıracak acil bir çözüm bulunulmal ı   ,"1",""
hani siz turizm uğruna heba etiniz ya gençleri size söz veriyorum siz bu s ınavlar ı iptal edin ay boyunca tatil yapmayan olsun ,"1",""
mersin de tarihi ve doğal güzellikler havadan görüntülendi ,"2",""
bal ıkl ıgöl de alt ın renginde bal ık görüldü ,"2",""
antalya belediye turizm belediye süt dağ ıtmaz bu ne sürdürülebilirdir ne de çaredir şehre yat ır ımc ı çekecek alt ve üst yap ıy ı kültürel dokuyu haz ırlar ihtiyaç sahiplerini sürekli belediyeye muhtaç k ılmaz onlara istihdam ve sosyal hayat ın içinde yer almalar ı için saha açar ,"1",""
alanya hakk ında bilinmesi gerekenler,"0",""
vip transfer hizmetinde talep patlamas ı ,"2",""
olan vatandaşa oldu esnaf semt pazar ın ı açmama karar ı ald ı h ,"1",""
 gelen turist e sağl ık sigortas ı yap ılmas ı yada sağl ık güvencesi verilmesi zaten ucuz olan türk paras ı nedeni ile kriz f ırsata çevrile bilinir ,"2",""
tarihte ilk kez turizm çekti,"1",""
bir çok şehirde ayasofya camii olmas ın ın sebebi nedir    ,"1",""
rus turisti kabul edecek ülke henüz yok ,"1",""
yunanistan d ış turizme aç ıl ıyor   ,"0",""
almanci dediler gurbetçi dediler,"1",""
uzungöl cevre düzenlemesi ihaleye ç ık ıyor ,"0",""
endonezya gezilecek yerler listesi hayli uzun,"0",""
rusya d ışişleri bakan ı sergey lavrov ve savunma bakan ı sergey şoygu nun türk mevkidaşlar ı ile bölgesel sorunlar ı görüşmek üzere bugün istanbul a geleceklermiş görüşme konular ı libya suriye  ,"0",""
fethiye karaot kumsal ı halk plaj ı oluyor ,"0",""
atilla taş param da şöhretim de bitti insanlar beni itici bulmaya başladi  ,"1",""
turizm sezonu oncesi sezonu kurtarmak gelirlerin gsmh deki payi yuksek ulkelerde manipulasyona yol aciyor ,"1",""
yurtd ış ı uçuşlar ne zaman başl ıyor hangi ülkelere uçuş yap ılabilir ,"0",""
delta airlines ceo su ed bastian bugün kat ıld ığ ı bir toplant ıda havayolunun çal ışan ın ın koronaya yakaland ığ ın ı söyledi  ,"1",""
covid salg ın ı nedeniyle şu ana kadar den fazla vatandaş ın ı kaybeden ispanya ülkenin turizm sektörünü desteklemek için milyar euro luk bir destek paketi aç ıklad ı ,"2",""
ispanya da turizme milyar euroluk destek ,"2",""
canl ı yay ında turizm izlediğim şirketi ufaktan onada tavanlayanlar ı bana sormay ın arac ı kurumlara sorun al ın ırm ı sat ıl ırm ı diye bahsettiğimiz hisse son haliyle yukarda haliyle,"1",""
iata bugün yapt ığ ı aç ıklamayla havayollar ın ın güvenlik riskleriyle ilgili sağl ıkl ı ve güncel bilgi sahibi olmalar ı için geliştirilmiş bir portal ı tan ıtt ı  ,"2",""
ticaret bakanl ığ ı n ın resmi gazete nin bugünkü say ıs ında yay ımlanan perakende ticarette uygulanacak  ,"0",""
türk acentecilerden almanya da seyahat uyar ıs ı kald ır ıls ın eylemi  ,"1",""
kuzumla yani hayat ım aşk ım tek evlad ımla ispanya turu  ,"2",""
türob başkan ı eresin seyircisiz şampiyonlar ligi finali istemiyorduk  ,"1",""
bitez de sürdürülebilir k ıy ı turizmine doğru ad ım ad ım  ,"2",""
türk turizm sektörü uefa n ın istanbul karar ından memnun ,"2",""
ortadoğu nun önemli havayollar ından emirates airline bugün yapt ığ ı duyuruyla haziran itibariyle istanbul uçuşlar ına tekrar başlayacağ ın ı aç ıklad ı ,"2",""
bugün sivas  ın turizmdeki yerini konuşuyoruz ,"0",""
kimlerde korona jetonu düşmedi  ,"1",""
 otel gibi kiral ık ev edirne de ege taraf ında erikli ve yayla sahillerindeki kiral ık yazl ıklarda kovid ile mücadele kapsam ında sertifikal ı ev modeli uygulan ıyormuş  ,"2",""
marmaris dünyan ın incisi  ,"2",""
turizm milli eğitim bakanl ığ ı n ın yerine ne güzel kararlar al ıyorsunuz siz öyle tebrikler kuruş yüzünden insanlar ı stresten intahara sürükleme bak ım ından baya yeteneklisiniz ,"1",""
ticaret bakanl ığ ı milyonlarca kişiyi ilgilendirecek karar ald ı  ,"2",""
kumluca belediye başkan ı say ın mustafa köleoğlu na samimi içten misafirperverliğinden dolay ı şahs ım ve türsad ad ına teşekkür ederim  ,"2",""
 antlara diş polikliniği ve türsad art ık beraber gülümsüyor antlara diş polikliniği ile imzalad ığ ım ız işbirliği protokolü üyelerimize ve dostlar ım ıza hay ırl ı olsun ,"2",""
amasya da gezilecek yerler neresidir ,"0",""
dan turist gelecek diye bekleyenlere not rusya da son saatte koronavirüs vakas ı tespit edildi ,"1",""
pandemi sonras ı genellikle ülke içi turizme yönelen tüketici talebi  önemli pazarlarda ülke içi otellere yönelmesine neden oldu ,"0",""
yeni normalde müşteriler art ık otel tercihinde konfordan çok hijyen ar ıyor  ,"0",""
alman seyahat şirketlerinde ciro h ız kesti,"1",""
iç turizm harcamalar ında taksit ad ım ı   ,"2",""
 orman yang ın lar ında ilkmüdahale   düşürdük dedi te ise   düşürmeyi hedeflemekteyiz ,"0",""
rize nin pazar ilçesine bağl ı yeşilköy de ulaşt ırma ve altyap ı bakanl ığ ı nca hektarl ık alanda projelendirilen rize artvin havaliman ın inşaat ı h ız kesmeden devam ediyor  ,"2",""
aç ık büfeye yok tabakta servis var ,"0",""
aspendos tan ülkeye seslendiler ,"0",""
ticaret bakanl ığ ı taksit say ılar ın ı yükseltti   ,"2",""
almanya türkiye yi riskli görüyor ,"1",""
covid ayağ ına başta turizm taş ımac ıl ık ve restoran cafe olmak üzere hizmet sektörü yok edildi üretim ise çöktü elden giden bunca kaynaktan sonra toparlanmas ı art ık güç şimdi de yabanc ılar borsada bulunan hisselerini son sürat satarak ç ık ıyor ekonomik çiğ kapida ,"1",""
art ık kalemlerin üzerine turizm emanetimizdir yazars ın ız  ,"1",""
antalya kaş belediye turizm türkçe okuma yazmas ın ı bilmiyor içerik tasarlay ıp üretemiyorsan ız sosyal medyada boy göstereceğim ben diye niye y ırt ın ıyorsunuz bari susun da adam sans ınlar ,"1",""
saglik bakan ı turizm bakan ı m ıyoksa sosyal bakan ı m ı ne ifade eder şahs ım biri ne derse o oluyor o hepsi devam  çok gelir   ,"1",""
kadar bir çok ekonomik katk ıs ı olan önemli ve çok yönlü bir sektördür bu noktada belki bir çok insan ın otel sahipleri  çok kazan ıyor dedikleri yerde turizmi sadece otel olarak görenler o at gözlükleri ç ıkars ınlar ve maskelerini taks ınlar,"1",""
tatile gidemeyenler soruyor param ı geri alabilir miyim ,"0",""
uefa bu y ılki şampiyonlar ligi finalinin lizbon da oynanacağ ın ı aç ıklad ı şampiyonlar ligi finali ise istanbul da olacak ,"0",""
 davut çetin çok doğru söylüyor nas ıl olsa rusyadan almanya da diğer ülkelerden milyon gelir diyip başka ülkelere aç ılm ıyoruz tar ım ürünlerde de ayn ıs ı  ,"1",""
antalya da gezilecek ve görülecek yerler  ,"0",""
çanakkale de görülecek yerler ,"0",""
ege denizi nin kuzeydoğusunda edirne s ın ırlar ında yer alan saros körfezi nin erikli ve yayla sahillerindeki kiral ık yazl ıklarda yeni tip koronavirüsle kovid mücadele kapsam ında sertifikal ı ev modeli uygulan ıyor,"2",""
hem turist yok hem turizmde sat ılacak alkolden al ınacak vergi yok geçmiş olsun ,"1",""
bugün saat de ve hesaplar ında koyu fenerbahçeli girişimci yat ır ımc ı muzaffer y ıld ır ım ile sinema turizm spor oteller i konuşacağ ız bakal ım pandemi döneminde yine hangi büyük hayalleri kurgulam ış ,"0",""
tui group covid salg ın ıyla ilgili değişen pazar koşullar ı nedeniyle fransa daki faaliyetlerini yeniden yap ıland ırma karar ı ald ı  ,"0",""
murat saraçoğlu bursa turizmde yeni rotas ın ı çizdi  ,"0",""
yeni tip koronavirüs kovid salg ın ı nedeniyle ayd ır durdurulan tarifeli yurt d ış ı seferlerinin yeniden başlamas ıyla isveç in başkenti stockholm den türkiye ye uçuşlar gerçekleştirildi ,"2",""
alanya plajlari tedbirleri alarak sezonunu açti  ,"2",""
türkiye nin turizmi gözden ç ıkarma lüksü yoktur ancak gerek d ışişleri gerek turizm bakan ı yeterli lobiyi oluşturamad ı turizmci olarak sezondan ciddi endişe duyuyoruz ,"1",""
festivaller de yalan oldu ,"1",""
almanya haber kanal ına göre türkiye yi corona salg ın ı riskli ülkeler s ın ıf ında tutuyor amaç nedir ben ifade edeyim maksat yerli insan ın ı d ışar ı göndermeyerek para hacmini almanya içinde harcatmak   ,"1",""
dünyan ın virüsle en iyi mücadele eden en az s ık ınt ı ile atlatan ülkesiyiz yersen ama hiç bir ülke bize s ın ırlar ın ı açmad ığ ı gibi bir de türkiye ye seyahat uyar ıs ında bulunup bizi riskli ülke ilan ediyor bu ülke tarihinde hiç bu kadar aşağ ılanmad ı,"1",""
son dakika merkel den türkiye ye korona virüsü şoku türkiye ye kap ılar ın ı açmad ı ve riskli ülke s ın ıf ına ald ığ ın ı ilan etti bu karar turizmcilerin ağustos ve sonbaharda turist beklentisine ağ ır bir darbe vurdu,"1",""
almanya türkiye yi riskli bölgeler listesine ald ı   ,"1",""
ulaşt ırma ve altyap ı bakan ı adil karaismailoğlu haziran dan bu yana iç hat uçuşlar ında bin yolcu ve d ış hat uçuşlar ında ise bin yolcuya hizmet verildiğini belirtti  ,"0",""
sinek ilac ı yerine su mu püskürtüyorsunuz sokaklarda şu işe bir düzeltemeyeceğinizden o kadar eminim ki koltuğunuzda rahat edemeyesiniz  ,"1",""
için türkiye den resmi teyit bekliyor,"0",""
türkiye ye en fazla turist gönderen avrupa ve nedeniyle zaten küçülen turizm pastas ın ı türkiye yle paylaşmak istemiyor anketler uzmanlar ve hükümetlerin aç ıklamalar ı bu y ıl avrupal ı ve rus turistin gelmeyeceğine işaret ediyor ,"1",""
bugün şanl ıurfa n ın turizmdeki yerini konuşuyoruz  ,"0",""
turizm bu y ıl büyük s ık ınt ıda iç pazar sorunlar ı çözemez,"1",""
her y ıl milyar dolar ülkeye getirisi olan bir sektör yaralar ın ı kendisi sarmaya çal ış ıyor mice turizm etkinlik kongre bakal ım özel bankalar sektör aç ıl ınca nas ıl tav ır tak ınacaklar  ,"0",""
ilginç ama faydal ı bir keşif fotoğrafç ıl ık ,"2",""
korona virüs alanya da yat turizmini canland ırd ı,"2",""
turizm işletmelerinin pandemi döneminde dikkat etmesi gereken nokta ,"0",""
almanya türkiye ile uçuşlar ı agustos açmayacağ ın ı duyurdu turizm çok kötü ,"1",""
hatay valisi rahmi doğan samandağ arsuz yolu ile birlikte yap ım ı devam eden bisiklet yolu ve jandarma karakolu yap ım çal ışmalar ın ı yerinde inceledi  ,"0",""
turuncu çember değerlendirmesi başlad ı  ,"0",""
 merkel ile oturulan masa da turizm in ad ı dahi geçmemişken çok zor görünüyor ali bey ,"1",""
türkiye otelciler birliği türob dün yapt ığ ı duyuruyla otel çal ışanlar ına yönelik bir eğitim projesi başlatt ıklar ın ı aç ıklad ı ,"2",""
halay çubuğu satsam tutar m ı turizmden zerre umut yok  ,"1",""
 düğün salonlar ı da çok büyük bir sektör tatil ve turizm kadar önemli,"0",""
 kazand ığ ın ız para burnunuzdan gelsin  ,"1",""
 haziran tarihinden itibaren yurt d ış ı uçuşlar ına yeniden başlayan anadolujet bugün yapt ığ ı güncellemeyle ankara dan daha fazla yurtd ış ı destinasyonuna uçacağ ın ı duyurdu ,"2",""
jandarma teşkilat ım ız ın y ıl ı kutlu olsun ,"2",""
rivayet odur ki günbat ım ın ın en güzel izlendiği yer çal ış plaj ıd ır.,"2",""
tekirdağ ziyaretçilerine deniz kum ve güneş üçgeninin hakim olduğu al ış ılm ış turizmin d ış ında bozulmam ış doğas ı ve tesisleriyle temiz bir çevrede doğayla iç içe tatil imkan ı sunuyor ,"2",""
mavi bayrakli plajlarda yeni dönem  ,"0",""
 turist hele bir gelsin o zaman mi düşünürüz  ,"0",""
ilk tercihleri yine türkiye temmuzdan itibaren geliyorlar ,"2",""
eyt yok k ıdemtazminati hiç ediyorlar ekonomi çöktü işsiz im turizm de çal ışanlar çoğunlukta nisan işsiz olacak para yok aş yok bu saatten sonrasinda ne yaparsaniz yapin az kald ı,"1",""
bursa turizm hedefinden şaşmad ı ,"2",""
antalya rehberler odas ın ın fark ındal ık yaratan çal ışmas ı hakan aysev beye de katk ılar ından dolay ı teşekkürler  ,"2",""
antalya havaliman ı ndan üç alt ın kuraldan taviz yok  ,"2",""
şuro başkan ı çoban turizm için uyard ı  ,"1",""
çavuşoğlu konuklar ım ız türkiye den ayr ılmadan önce test yapt ırmak istiyorsa biz buna haz ır ız ,"2",""
covid ile birlikte turizm de görmezden gelemeyeceğimiz konular ak ıll ıkent destinasyon lar ın değişen turizm anlay ış ı içinde öncelikle dijital altyap ı ve iletişim teknolojilerine yat ır ım yapmalar ı önceliği bulunuyor ,"0",""
çavuşoğlu baz ı ülkelerin türkiye yi riskli gruba almas ı konusunda hayal k ır ıkl ığ ına uğrad ık ,"1",""
varol güvenli ve sağl ıkl ı bir tatil için tüm önlemleri ald ık misafirlerimizi bekliyoruz  ,"2",""
türsab üyesi seyahat acentalar ında tur veya transfer hizmeti sat ın alanlara seyahat k ıs ıtlamas ı kald ır ıld ı ,"0",""
ülkenin büyükelçisi türkiye de turizmin güvenliğini test etmek için antalya da ,"0",""
nevali otelden o haberlere yalanlama  ,"1",""
elalem euro ya y ıld ızl ı otellerde tatil yaps ın otel çal ışan ı da günlük euroya bütün gün hizmet etsin sonra ülkemiz turizm cenneti bu sene turis gelmesin biz bize yetelim hadi hayat ında üleksindeki denizi görmeyen vatandaş var  ,"1",""
ulan kamu spotu bari yapma turizmi resmen millet tatile gitsin diye ağz ım aç ık izledim vallahi pes ,"1",""
türsab yapt ığ ı son dakika aç ıklamada tur paket tur veya transfer hizmetini sat ın alan müşterilerin sokağa ç ıkma k ıs ıtlamas ından muaf olacaklar ın ı bildirdi,"2",""
türsab bravo yar ın kaçt ı ama en az ından haftaya haftasonu için umutlar ım ız devam ediyor vision covid a yek düştü umar ım yak ın bir zamanda büyük bir destek gelir ve turizm sektörü can cekiştiği yerden yukar ı doğru ivmelenir al turunu ç ık sokağa ,"2",""
kuzey k ıbr ıs türk cumhuriyeti nde turizm bakan ı ünal üstel görevden al ın ırken yerine kutlu evren atand ı ,"0",""
 antalya gençlik kamplar ında yurt d ış ı türkler başkanl ığ ı ile gelen misafirlerimizden geriye kalan kareler  ,"0",""
 bakan ım ız sn himayelerinde salg ınla mücadelede ülkemizin turizm alan ında ald ığ ı tedbirleri ve sağl ıkl ı turizm sertifikasyon sürecini yabanc ı misyon temsilcileri ile uygulamal ı olarak paylaşmak üzere turizm başkentimiz antalya day ız ,"2",""
otel personellerinin maske ile imtihan ı ,"0",""
  tbmm bas ın aç ıklamas ı izleyiniz  ,"2",""
 kültür ve turizm bakan ı mehmet nuri ersoy işletme belgeli restoran kafeler için milyon liraya kadar kredi imkan ın ın pazartesi hayata geçirileceğini aç ıklad ı yagmur ,"2",""
restoran ve kafelere de kredi desteği geliyor  ,"2",""
italya d ışişleri başkan ı di maio dan türkiye italya seyahatlerine ilişkin önemli aç ıklama ,"0",""
gönen kapl ıcalar ı işletmesi a ş tarihinde tekrar hizmete aç ılacakt ır  ,"2",""
ağr ı da nereler gezilir ve neler yap ıl ır ağr ı gezilecek yerler ,"0",""
kültür ve turizm bakanl ığ ı bugün yapt ığ ı duyuruyla turistik restoran ve kafelere ziraat bankas ı taraf ından aya kadar vadeli destek kredisi sağlanacağ ın ı aç ıklad ı,"2",""
yunan turizminin milyar dolar kayb ı olacağ ı tahmin ediliyor bu yaz akdeniz ekonomilerinin işi çok zorvirus,"1",""
tüketim ve turizmde kredi kart ına taksit say ıs ı e ç ıkt ı  ,"2",""
iyi partili tatl ıoğlu türk ekonomisi nin üretim gücü ayakta tutulmal ı  ,"0",""
ticaret bakanl ığ ı n ın havayollar ı seyahat acenteleri ve konaklamaya ilişkin yurtiçindeki harcama taksitlerini aya ç ıkarmas ı turizm sektöründe sevinçle karş ıland ı taksit ,"2",""
yurdumuzdan hoşnut ayr ılan her turist bizim yeni bir dostumuzdur ,"2",""
milattan önce yap ılabilen liman siirt te neden yap ılam ıyor  ,"1",""
türkiye de görevli büyükelçi ile yabanc ı gazeteciler türkiye nin normalleşme sürecinde sunacağ ı turizm hizmetlerinin anlat ılacağ ı tan ıt ım etkinliği için antalya ya geldi ,"0",""
 tümciler izlesin boşuna yildir konuşulan hayallerle laf kalabaliğiyla vakit geçirmeyin birliği bakani federasyonu nasil ne biçimde neye göre yapilacağini öğrensin artik ,"1",""
